mir,gene
hsa-miR-106b-5p,AL157935.2
hsa-miR-106b-5p,FAM102A
hsa-miR-106b-5p,VLDLR
hsa-miR-106b-5p,PDCD1LG2
hsa-miR-106b-5p,GDA
hsa-miR-106b-5p,TLE4
hsa-miR-106b-5p,PTPDC1
hsa-miR-106b-5p,HABP4
hsa-miR-106b-5p,NR4A3
hsa-miR-106b-5p,PBX3
hsa-miR-106b-5p,ZBTB43
hsa-miR-106b-5p,RBBP7
hsa-miR-106b-5p,RPS6KA3
hsa-miR-106b-5p,KLHL15
hsa-miR-106b-5p,IQSEC2
hsa-miR-106b-5p,WNK3
hsa-miR-106b-5p,FGD1
hsa-miR-106b-5p,ACSL4
hsa-miR-106b-5p,TENM1
hsa-miR-106b-5p,ZDHHC9
hsa-miR-106b-5p,RAP2C
hsa-miR-106b-5p,TBL1X
hsa-miR-106b-5p,SYAP1
hsa-miR-106b-5p,PRRG1
hsa-miR-106b-5p,RNF128
hsa-miR-106b-5p,ZBTB33
hsa-miR-106b-5p,XIAP
hsa-miR-106b-5p,OCRL
hsa-miR-106b-5p,PHF6
hsa-miR-107,RIMS3
hsa-miR-107,CC2D1B
hsa-miR-107,TTLL7
hsa-miR-107,SYDE2
hsa-miR-107,TGFBR3
hsa-miR-107,VAV3
hsa-miR-107,IGSF3
hsa-miR-107,NOTCH2
hsa-miR-107,PRKAB2
hsa-miR-107,ENSA
hsa-miR-107,ARNT
hsa-miR-107,UBE2Q1
hsa-miR-107,ASH1L
hsa-miR-107,MEF2D
hsa-miR-107,SH2D2A
hsa-miR-107,VAMP4
hsa-miR-107,ABL2
hsa-miR-107,SIPA1L2
hsa-miR-107,IRF2BP2
hsa-miR-107,MFN2
hsa-miR-107,MTFR1L
hsa-miR-107,PDIK1L
hsa-miR-107,AGO1
hsa-miR-107,NFIA
hsa-miR-107,MIGA1
hsa-miR-107,DNAJB4
hsa-miR-107,ZNF326
hsa-miR-107,CELSR2
hsa-miR-107,KCNC4
hsa-miR-107,C1orf226
hsa-miR-107,RGS4
hsa-miR-107,BTG2
hsa-miR-107,RASSF5
hsa-miR-107,WNT3A
hsa-miR-107,MAP3K21
hsa-miR-107,USP6NL
hsa-miR-107,UPF2
hsa-miR-107,DLG5
hsa-miR-107,GLUD1
hsa-miR-107,CPEB3
hsa-miR-107,ITPRIP
hsa-miR-107,RAB11FIP2
hsa-miR-107,PHYHIPL
hsa-miR-107,VCL
hsa-miR-107,SNCG
hsa-miR-107,PTEN
hsa-miR-107,PCGF5
hsa-miR-107,SLC35G1
hsa-miR-107,LCOR
hsa-miR-107,BTRC
hsa-miR-107,SUFU
hsa-miR-107,TAF5
hsa-miR-107,PLEKHA1
hsa-miR-107,BDNF
hsa-miR-107,NECTIN1
hsa-miR-107,PDE3B
hsa-miR-107,NAV2
hsa-miR-107,ANO3
hsa-miR-107,CTNND1
hsa-miR-107,ESRRA
hsa-miR-107,RAB1B
hsa-miR-107,AQP11
hsa-miR-107,ZC3H12C
hsa-miR-107,SIK2
hsa-miR-107,UBE4A
hsa-miR-107,VAMP1
hsa-miR-107,IFFO1
hsa-miR-107,SLC2A3
hsa-miR-107,C2CD5
hsa-miR-107,SINHCAF
hsa-miR-107,KIF21A
hsa-miR-107,TWF1
hsa-miR-107,ATF7
hsa-miR-107,ANKRD52
hsa-miR-107,BAZ2A
hsa-miR-107,ZBTB39
hsa-miR-107,PAWR
hsa-miR-107,CDK17
hsa-miR-107,NUAK1
hsa-miR-107,GIT2
hsa-miR-107,TRIAP1
hsa-miR-107,CLIP1
hsa-miR-107,FOXJ2
hsa-miR-107,RASSF8
hsa-miR-107,EIF4B
hsa-miR-107,SRGAP1
hsa-miR-107,DYRK2
hsa-miR-107,TDG
hsa-miR-107,CHST11
hsa-miR-107,WASHC4
hsa-miR-107,LATS2
hsa-miR-107,UBL3
hsa-miR-107,ZMYM2
hsa-miR-107,GPC6
hsa-miR-107,MBNL2
hsa-miR-107,CUL4A
hsa-miR-107,PPP2R3C
hsa-miR-107,FERMT2
hsa-miR-107,SIX4
hsa-miR-107,RDH11
hsa-miR-107,DCAF5
hsa-miR-107,DICER1
hsa-miR-107,BCL2L2
hsa-miR-107,ARHGAP5
hsa-miR-107,NPAS3
hsa-miR-107,PNN
hsa-miR-107,TMEM260
hsa-miR-107,ARID4A
hsa-miR-107,SUSD6
hsa-miR-107,GSKIP
hsa-miR-107,EIF5
hsa-miR-107,HERC2
hsa-miR-107,COPS2
hsa-miR-107,GRAMD2A
hsa-miR-107,SNRPN
hsa-miR-107,SNURF
hsa-miR-107,FGF7
hsa-miR-107,FAM81A
hsa-miR-107,HACD3
hsa-miR-107,CORO2B
hsa-miR-107,KIF23
hsa-miR-107,ARIH1
hsa-miR-107,AKAP13
hsa-miR-107,N4BP1
hsa-miR-107,SALL1
hsa-miR-107,DYNC1LI2
hsa-miR-107,C16orf72
hsa-miR-107,RBBP6
hsa-miR-107,VPS4A
hsa-miR-107,PITPNA
hsa-miR-107,DLG4
hsa-miR-107,FLOT2
hsa-miR-107,PCGF2
hsa-miR-107,MTMR4
hsa-miR-107,AXIN2
hsa-miR-107,HELZ
hsa-miR-107,GGA3
hsa-miR-107,DUS1L
hsa-miR-107,NDEL1
hsa-miR-107,NF1
hsa-miR-107,SUZ12
hsa-miR-107,CDK5R1
hsa-miR-107,CDK12
hsa-miR-107,CNTNAP1
hsa-miR-107,TBKBP1
hsa-miR-107,MAP3K3
hsa-miR-107,MIB1
hsa-miR-107,RNF125
hsa-miR-107,ZCCHC2
hsa-miR-107,MED26
hsa-miR-107,BCAT2
hsa-miR-107,CSNK1G2
hsa-miR-107,CARM1
hsa-miR-107,CCNE1
hsa-miR-107,SPTBN4
hsa-miR-107,ATL2
hsa-miR-107,PPP4R3B
hsa-miR-107,BCL11A
hsa-miR-107,EVA1A
hsa-miR-107,LRP1B
hsa-miR-107,COBLL1
hsa-miR-107,LRP2
hsa-miR-107,TLK1
hsa-miR-107,SATB2
hsa-miR-107,IHH
hsa-miR-107,RAB10
hsa-miR-107,NPAS2
hsa-miR-107,UBR3
hsa-miR-107,SPATS2L
hsa-miR-107,FAM117B
hsa-miR-107,NRP2
hsa-miR-107,AGFG1
hsa-miR-107,CAB39
hsa-miR-107,SH3BP4
hsa-miR-107,GPCPD1
hsa-miR-107,NOL4L
hsa-miR-107,ZHX3
hsa-miR-107,CHD6
hsa-miR-107,SALL4
hsa-miR-107,SYNDIG1
hsa-miR-107,PHF20
hsa-miR-107,TGIF2
hsa-miR-107,NRIP1
hsa-miR-107,SYNJ1
hsa-miR-107,MYH9
hsa-miR-107,SUN2
hsa-miR-107,BCL2L13
hsa-miR-107,HIC2
hsa-miR-107,ZNRF3
hsa-miR-107,MTMR3
hsa-miR-107,YWHAH
hsa-miR-107,TNRC6B
hsa-miR-107,NUP50
hsa-miR-107,PPP6R2
hsa-miR-107,SH3BP5
hsa-miR-107,MAP4
hsa-miR-107,FOXP1
hsa-miR-107,RYBP
hsa-miR-107,DCBLD2
hsa-miR-107,BTLA
hsa-miR-107,USF3
hsa-miR-107,HACD2
hsa-miR-107,STAG1
hsa-miR-107,PDCD10
hsa-miR-107,ATP13A3
hsa-miR-107,ITPR1
hsa-miR-107,TGFBR2
hsa-miR-107,SNRK
hsa-miR-107,ARIH2
hsa-miR-107,ARMC8
hsa-miR-107,MBNL1
hsa-miR-107,SEL1L3
hsa-miR-107,FRYL
hsa-miR-107,CLOCK
hsa-miR-107,YTHDC1
hsa-miR-107,G3BP2
hsa-miR-107,TSPAN5
hsa-miR-107,PGRMC2
hsa-miR-107,OTUD4
hsa-miR-107,FBXW7
hsa-miR-107,FGFRL1
hsa-miR-107,ADD1
hsa-miR-107,TBC1D19
hsa-miR-107,SLAIN2
hsa-miR-107,GSTCD
hsa-miR-107,SGMS2
hsa-miR-107,FGF2
hsa-miR-107,NAA15
hsa-miR-107,GALNT7
hsa-miR-107,CHD1
hsa-miR-107,3-Mar
hsa-miR-107,AFF4
hsa-miR-107,FSTL4
hsa-miR-107,JAKMIP2
hsa-miR-107,NUDCD2
hsa-miR-107,RAI14
hsa-miR-107,ITGA2
hsa-miR-107,SNX18
hsa-miR-107,PIK3R1
hsa-miR-107,TNPO1
hsa-miR-107,VCAN
hsa-miR-107,PPIP5K2
hsa-miR-107,PURA
hsa-miR-107,FAF2
hsa-miR-107,NEDD9
hsa-miR-107,UBE2J1
hsa-miR-107,EPHA7
hsa-miR-107,PNISR
hsa-miR-107,SNX3
hsa-miR-107,GOPC
hsa-miR-107,CEP85L
hsa-miR-107,PPIL4
hsa-miR-107,LATS1
hsa-miR-107,DLL1
hsa-miR-107,RBM24
hsa-miR-107,HMGA1
hsa-miR-107,SDHAF4
hsa-miR-107,RSPO3
hsa-miR-107,TBPL1
hsa-miR-107,MYB
hsa-miR-107,ESR1
hsa-miR-107,SCAF8
hsa-miR-107,HNRNPA2B1
hsa-miR-107,PURB
hsa-miR-107,SBDS
hsa-miR-107,CACNA2D1
hsa-miR-107,PDK4
hsa-miR-107,KDM7A
hsa-miR-107,USP42
hsa-miR-107,ZNRF2
hsa-miR-107,AC006978.2
hsa-miR-107,CDK14
hsa-miR-107,ANKIB1
hsa-miR-107,DYNC1I1
hsa-miR-107,CAPZA2
hsa-miR-107,EN2
hsa-miR-107,LONRF1
hsa-miR-107,SLC20A2
hsa-miR-107,PLAG1
hsa-miR-107,ARMC1
hsa-miR-107,MYBL1
hsa-miR-107,TPD52
hsa-miR-107,RUNX1T1
hsa-miR-107,ZHX1
hsa-miR-107,XPO7
hsa-miR-107,SDCBP
hsa-miR-107,ZBTB10
hsa-miR-107,PLEKHF2
hsa-miR-107,ZFPM2
hsa-miR-107,RNF38
hsa-miR-107,FBXO10
hsa-miR-107,IARS
hsa-miR-107,SVEP1
hsa-miR-107,ALAD
hsa-miR-107,PHF19
hsa-miR-107,PPP6C
hsa-miR-107,CDC37L1
hsa-miR-107,SH3GL2
hsa-miR-107,TLE4
hsa-miR-107,SPIN1
hsa-miR-107,SLC44A1
hsa-miR-107,ZBTB34
hsa-miR-107,BCLAF3
hsa-miR-107,RPS6KA3
hsa-miR-107,TMEM47
hsa-miR-107,CASK
hsa-miR-107,AMMECR1
hsa-miR-107,AMOT
hsa-miR-107,RAP2C
hsa-miR-107,CLCN5
hsa-miR-107,EDA
hsa-miR-107,OGT
hsa-miR-107,ZNF711
hsa-miR-107,ZNF449
hsa-miR-10a-5p,CTNNBIP1
hsa-miR-10a-5p,EPHA2
hsa-miR-10a-5p,SSX2IP
hsa-miR-10a-5p,ARNT
hsa-miR-10a-5p,WDR26
hsa-miR-10a-5p,ALPL
hsa-miR-10a-5p,FNBP1L
hsa-miR-10a-5p,CEP350
hsa-miR-10a-5p,TMEM183A
hsa-miR-10a-5p,PDZD8
hsa-miR-10a-5p,MCMBP
hsa-miR-10a-5p,ZMYND11
hsa-miR-10a-5p,GATA3
hsa-miR-10a-5p,CELF2
hsa-miR-10a-5p,KAT6B
hsa-miR-10a-5p,BDNF
hsa-miR-10a-5p,CADM1
hsa-miR-10a-5p,GTF2H1
hsa-miR-10a-5p,SLC38A2
hsa-miR-10a-5p,E2F7
hsa-miR-10a-5p,NCOR2
hsa-miR-10a-5p,GOLGA3
hsa-miR-10a-5p,GALNT8
hsa-miR-10a-5p,KCNA6
hsa-miR-10a-5p,RAP2A
hsa-miR-10a-5p,NPAS3
hsa-miR-10a-5p,NEDD4
hsa-miR-10a-5p,RORA
hsa-miR-10a-5p,IGDCC4
hsa-miR-10a-5p,UBE2I
hsa-miR-10a-5p,PAPD5
hsa-miR-10a-5p,HAS3
hsa-miR-10a-5p,ANKFY1
hsa-miR-10a-5p,CRLF3
hsa-miR-10a-5p,HOXB3
hsa-miR-10a-5p,SPAG9
hsa-miR-10a-5p,SRSF1
hsa-miR-10a-5p,H3F3B
hsa-miR-10a-5p,CYTH1
hsa-miR-10a-5p,SMTNL2
hsa-miR-10a-5p,RPRD1A
hsa-miR-10a-5p,GATA6
hsa-miR-10a-5p,GALNT1
hsa-miR-10a-5p,RNF165
hsa-miR-10a-5p,DAZAP1
hsa-miR-10a-5p,PDE4A
hsa-miR-10a-5p,MYT1L
hsa-miR-10a-5p,SDC1
hsa-miR-10a-5p,CCDC88A
hsa-miR-10a-5p,BAZ2B
hsa-miR-10a-5p,FIGN
hsa-miR-10a-5p,EPHA4
hsa-miR-10a-5p,KLF11
hsa-miR-10a-5p,KLHL29
hsa-miR-10a-5p,CNNM4
hsa-miR-10a-5p,MAP4K4
hsa-miR-10a-5p,FLJ20373
hsa-miR-10a-5p,PTPN4
hsa-miR-10a-5p,HOXD10
hsa-miR-10a-5p,NCOA6
hsa-miR-10a-5p,MAPRE1
hsa-miR-10a-5p,TFAP2C
hsa-miR-10a-5p,TIAM1
hsa-miR-10a-5p,SON
hsa-miR-10a-5p,ITSN1
hsa-miR-10a-5p,SHANK3
hsa-miR-10a-5p,PRRT3
hsa-miR-10a-5p,XRN1
hsa-miR-10a-5p,BCL6
hsa-miR-10a-5p,UBXN7
hsa-miR-10a-5p,ARIH2
hsa-miR-10a-5p,PDE12
hsa-miR-10a-5p,BBX
hsa-miR-10a-5p,PIK3CA
hsa-miR-10a-5p,EPHA5
hsa-miR-10a-5p,ELOVL6
hsa-miR-10a-5p,ARSJ
hsa-miR-10a-5p,TRIM2
hsa-miR-10a-5p,WWC2
hsa-miR-10a-5p,KCTD16
hsa-miR-10a-5p,CNOT6
hsa-miR-10a-5p,ELOVL2
hsa-miR-10a-5p,MAP3K7
hsa-miR-10a-5p,LATS1
hsa-miR-10a-5p,TMEM170B
hsa-miR-10a-5p,JARID2
hsa-miR-10a-5p,ID4
hsa-miR-10a-5p,E2F3
hsa-miR-10a-5p,SMAP1
hsa-miR-10a-5p,SOBP
hsa-miR-10a-5p,L3MBTL3
hsa-miR-10a-5p,HOXA1
hsa-miR-10a-5p,HOXA3
hsa-miR-10a-5p,BAZ1B
hsa-miR-10a-5p,TMEM168
hsa-miR-10a-5p,SERPINE1
hsa-miR-10a-5p,RB1CC1
hsa-miR-10a-5p,ELAVL2
hsa-miR-10a-5p,ZFAND5
hsa-miR-10a-5p,HNRNPK
hsa-miR-10a-5p,ZNF367
hsa-miR-10a-5p,NR4A3
hsa-miR-10a-5p,ZNF280C
hsa-miR-10a-5p,NONO
hsa-miR-10a-5p,DOCK11
hsa-miR-10b-5p,CTNNBIP1
hsa-miR-10b-5p,EPHA2
hsa-miR-10b-5p,SSX2IP
hsa-miR-10b-5p,ARNT
hsa-miR-10b-5p,WDR26
hsa-miR-10b-5p,ALPL
hsa-miR-10b-5p,FNBP1L
hsa-miR-10b-5p,CEP350
hsa-miR-10b-5p,TMEM183A
hsa-miR-10b-5p,MCMBP
hsa-miR-10b-5p,ZMYND11
hsa-miR-10b-5p,GATA3
hsa-miR-10b-5p,CELF2
hsa-miR-10b-5p,KAT6B
hsa-miR-10b-5p,BDNF
hsa-miR-10b-5p,CADM1
hsa-miR-10b-5p,GTF2H1
hsa-miR-10b-5p,SLC38A2
hsa-miR-10b-5p,E2F7
hsa-miR-10b-5p,NCOR2
hsa-miR-10b-5p,GOLGA3
hsa-miR-10b-5p,GALNT8
hsa-miR-10b-5p,KCNA6
hsa-miR-10b-5p,RAP2A
hsa-miR-10b-5p,NPAS3
hsa-miR-10b-5p,NEDD4
hsa-miR-10b-5p,RORA
hsa-miR-10b-5p,IGDCC4
hsa-miR-10b-5p,UBE2I
hsa-miR-10b-5p,PAPD5
hsa-miR-10b-5p,HAS3
hsa-miR-10b-5p,ANKFY1
hsa-miR-10b-5p,CRLF3
hsa-miR-10b-5p,HOXB3
hsa-miR-10b-5p,SRSF1
hsa-miR-10b-5p,H3F3B
hsa-miR-10b-5p,CYTH1
hsa-miR-10b-5p,SMTNL2
hsa-miR-10b-5p,RPRD1A
hsa-miR-10b-5p,GATA6
hsa-miR-10b-5p,GALNT1
hsa-miR-10b-5p,RNF165
hsa-miR-10b-5p,DAZAP1
hsa-miR-10b-5p,PDE4A
hsa-miR-10b-5p,MYT1L
hsa-miR-10b-5p,SDC1
hsa-miR-10b-5p,CCDC88A
hsa-miR-10b-5p,BAZ2B
hsa-miR-10b-5p,FIGN
hsa-miR-10b-5p,EPHA4
hsa-miR-10b-5p,KLF11
hsa-miR-10b-5p,KLHL29
hsa-miR-10b-5p,CNNM4
hsa-miR-10b-5p,MAP4K4
hsa-miR-10b-5p,FLJ20373
hsa-miR-10b-5p,PTPN4
hsa-miR-10b-5p,HOXD10
hsa-miR-10b-5p,NCOA6
hsa-miR-10b-5p,MAPRE1
hsa-miR-10b-5p,TFAP2C
hsa-miR-10b-5p,TIAM1
hsa-miR-10b-5p,SON
hsa-miR-10b-5p,ITSN1
hsa-miR-10b-5p,SHANK3
hsa-miR-10b-5p,PRRT3
hsa-miR-10b-5p,XRN1
hsa-miR-10b-5p,BCL6
hsa-miR-10b-5p,UBXN7
hsa-miR-10b-5p,ARIH2
hsa-miR-10b-5p,PDE12
hsa-miR-10b-5p,BBX
hsa-miR-10b-5p,PIK3CA
hsa-miR-10b-5p,EPHA5
hsa-miR-10b-5p,ELOVL6
hsa-miR-10b-5p,ARSJ
hsa-miR-10b-5p,TRIM2
hsa-miR-10b-5p,WWC2
hsa-miR-10b-5p,KCTD16
hsa-miR-10b-5p,CNOT6
hsa-miR-10b-5p,ELOVL2
hsa-miR-10b-5p,MAP3K7
hsa-miR-10b-5p,LATS1
hsa-miR-10b-5p,TMEM170B
hsa-miR-10b-5p,JARID2
hsa-miR-10b-5p,ID4
hsa-miR-10b-5p,E2F3
hsa-miR-10b-5p,SMAP1
hsa-miR-10b-5p,SOBP
hsa-miR-10b-5p,L3MBTL3
hsa-miR-10b-5p,HOXA1
hsa-miR-10b-5p,HOXA3
hsa-miR-10b-5p,BAZ1B
hsa-miR-10b-5p,TMEM168
hsa-miR-10b-5p,SERPINE1
hsa-miR-10b-5p,RB1CC1
hsa-miR-10b-5p,ELAVL2
hsa-miR-10b-5p,ZFAND5
hsa-miR-10b-5p,HNRNPK
hsa-miR-10b-5p,ZNF367
hsa-miR-10b-5p,NR4A3
hsa-miR-10b-5p,ZNF280C
hsa-miR-10b-5p,NONO
hsa-miR-10b-5p,DOCK11
hsa-miR-1197,CLSTN1
hsa-miR-1197,AGO1
hsa-miR-1197,SH3PXD2A
hsa-miR-1197,CBL
hsa-miR-1197,ARID2
hsa-miR-1197,EIF5
hsa-miR-1197,EMC7
hsa-miR-1197,TSPAN3
hsa-miR-1197,CMTM4
hsa-miR-1197,ATP6V0C
hsa-miR-1197,AC093525.2
hsa-miR-1197,TNRC6A
hsa-miR-1197,NLK
hsa-miR-1197,FOSL2
hsa-miR-1197,AFTPH
hsa-miR-1197,MAT2A
hsa-miR-1197,BZW1
hsa-miR-1197,SGSM1
hsa-miR-1197,ATP1B3
hsa-miR-1197,METAP1
hsa-miR-1197,SPOCK1
hsa-miR-1197,MAP3K1
hsa-miR-1197,BEND3
hsa-miR-1197,MMP16
hsa-miR-1197,PPP1R26
hsa-miR-1197,TMEM47
hsa-miR-1197,DDX3X
hsa-miR-122-5p,SLC9A1
hsa-miR-122-5p,HECTD3
hsa-miR-122-5p,ANKRD13C
hsa-miR-122-5p,NEGR1
hsa-miR-122-5p,WDR47
hsa-miR-122-5p,GATAD2B
hsa-miR-122-5p,DEDD
hsa-miR-122-5p,SLC41A1
hsa-miR-122-5p,PLXNA2
hsa-miR-122-5p,ADSS
hsa-miR-122-5p,HNRNPU
hsa-miR-122-5p,SLC25A34
hsa-miR-122-5p,CLIC4
hsa-miR-122-5p,AGO1
hsa-miR-122-5p,DDR2
hsa-miR-122-5p,LAMC1
hsa-miR-122-5p,PIP4K2A
hsa-miR-122-5p,KIF5B
hsa-miR-122-5p,CCDC6
hsa-miR-122-5p,P4HA1
hsa-miR-122-5p,CALCOCO1
hsa-miR-122-5p,CS
hsa-miR-122-5p,HOXC8
hsa-miR-122-5p,STK24
hsa-miR-122-5p,GALC
hsa-miR-122-5p,DICER1
hsa-miR-122-5p,LRP10
hsa-miR-122-5p,MIPOL1
hsa-miR-122-5p,PAPOLA
hsa-miR-122-5p,ADAM10
hsa-miR-122-5p,MYO9A
hsa-miR-122-5p,PKM
hsa-miR-122-5p,IQGAP1
hsa-miR-122-5p,TBC1D10B
hsa-miR-122-5p,ALDOA
hsa-miR-122-5p,NFAT5
hsa-miR-122-5p,SMYD4
hsa-miR-122-5p,CTDNEP1
hsa-miR-122-5p,PIGS
hsa-miR-122-5p,GIT1
hsa-miR-122-5p,NPEPPS
hsa-miR-122-5p,FOXK2
hsa-miR-122-5p,LMNB2
hsa-miR-122-5p,CD320
hsa-miR-122-5p,BCAT2
hsa-miR-122-5p,GYS1
hsa-miR-122-5p,ZNF614
hsa-miR-122-5p,CCDC97
hsa-miR-122-5p,CALM3
hsa-miR-122-5p,PRKRA
hsa-miR-122-5p,IHH
hsa-miR-122-5p,PLEKHB2
hsa-miR-122-5p,CCNYL1
hsa-miR-122-5p,NOL4L
hsa-miR-122-5p,MAPRE1
hsa-miR-122-5p,STX16
hsa-miR-122-5p,BRWD1
hsa-miR-122-5p,DYRK1A
hsa-miR-122-5p,NICN1
hsa-miR-122-5p,AC104452.1
hsa-miR-122-5p,SERP1
hsa-miR-122-5p,MASP1
hsa-miR-122-5p,BRPF1
hsa-miR-122-5p,MBNL1
hsa-miR-122-5p,G3BP2
hsa-miR-122-5p,SLC39A8
hsa-miR-122-5p,ZNF827
hsa-miR-122-5p,GCNT4
hsa-miR-122-5p,GNPDA1
hsa-miR-122-5p,OCLN
hsa-miR-122-5p,GRAMD2B
hsa-miR-122-5p,CCNG1
hsa-miR-122-5p,CANX
hsa-miR-122-5p,FKBP5
hsa-miR-122-5p,BACH2
hsa-miR-122-5p,FOXO3
hsa-miR-122-5p,ANKIB1
hsa-miR-122-5p,PEG10
hsa-miR-122-5p,CUX1
hsa-miR-122-5p,FOXP2
hsa-miR-122-5p,DUSP4
hsa-miR-122-5p,RAD21
hsa-miR-122-5p,GRHL2
hsa-miR-122-5p,SLC52A2
hsa-miR-122-5p,PTBP3
hsa-miR-122-5p,ST6GALNAC4
hsa-miR-122-5p,FAM102A
hsa-miR-122-5p,MOSPD1
hsa-miR-122-5p,MMGT1
hsa-miR-122-5p,FUNDC2
hsa-miR-1224-5p,HNRNPU
hsa-miR-1224-5p,CELF2
hsa-miR-1224-5p,ITPRIPL2
hsa-miR-1224-5p,NUFIP2
hsa-miR-1224-5p,H3F3B
hsa-miR-1224-5p,DYRK1A
hsa-miR-1224-5p,KPNA1
hsa-miR-1224-5p,KLF3
hsa-miR-1224-5p,IPO11
hsa-miR-1224-5p,PCMT1
hsa-miR-1224-5p,CDK6
hsa-miR-124-3p,KIAA2013
hsa-miR-124-3p,USP48
hsa-miR-124-3p,MYCBP
hsa-miR-124-3p,HIVEP3
hsa-miR-124-3p,EFCAB14
hsa-miR-124-3p,CC2D1B
hsa-miR-124-3p,DHCR24
hsa-miR-124-3p,ZRANB2
hsa-miR-124-3p,NEGR1
hsa-miR-124-3p,EVI5
hsa-miR-124-3p,CNN3
hsa-miR-124-3p,SLC16A1
hsa-miR-124-3p,NRAS
hsa-miR-124-3p,TRIM45
hsa-miR-124-3p,CERS2
hsa-miR-124-3p,SHC1
hsa-miR-124-3p,ALDH9A1
hsa-miR-124-3p,ELK4
hsa-miR-124-3p,AIDA
hsa-miR-124-3p,ENAH
hsa-miR-124-3p,TARBP1
hsa-miR-124-3p,NID1
hsa-miR-124-3p,HEATR1
hsa-miR-124-3p,VAMP3
hsa-miR-124-3p,NECAP2
hsa-miR-124-3p,MACO1
hsa-miR-124-3p,FAM76A
hsa-miR-124-3p,SERINC2
hsa-miR-124-3p,AGO1
hsa-miR-124-3p,ZMPSTE24
hsa-miR-124-3p,CMPK1
hsa-miR-124-3p,RNF11
hsa-miR-124-3p,USP1
hsa-miR-124-3p,PGM1
hsa-miR-124-3p,PDE4B
hsa-miR-124-3p,LMO4
hsa-miR-124-3p,PKN2
hsa-miR-124-3p,EPHX4
hsa-miR-124-3p,FNBP1L
hsa-miR-124-3p,PTBP2
hsa-miR-124-3p,SLC30A7
hsa-miR-124-3p,PRPF38B
hsa-miR-124-3p,GNAI3
hsa-miR-124-3p,HIPK1
hsa-miR-124-3p,ATP1A1
hsa-miR-124-3p,ZNF687
hsa-miR-124-3p,CGN
hsa-miR-124-3p,ZBTB7B
hsa-miR-124-3p,SLC50A1
hsa-miR-124-3p,MPZL1
hsa-miR-124-3p,SFT2D2
hsa-miR-124-3p,PRRX1
hsa-miR-124-3p,SUCO
hsa-miR-124-3p,RALGPS2
hsa-miR-124-3p,CEP350
hsa-miR-124-3p,LAMC1
hsa-miR-124-3p,NAV1
hsa-miR-124-3p,ELF3
hsa-miR-124-3p,BTG2
hsa-miR-124-3p,SERTAD4
hsa-miR-124-3p,RHOU
hsa-miR-124-3p,GGPS1
hsa-miR-124-3p,MTR
hsa-miR-124-3p,SFMBT2
hsa-miR-124-3p,FAM171A1
hsa-miR-124-3p,DNAJC1
hsa-miR-124-3p,YME1L1
hsa-miR-124-3p,MKX
hsa-miR-124-3p,SVIL
hsa-miR-124-3p,ITGB1
hsa-miR-124-3p,NRP1
hsa-miR-124-3p,ZNF25
hsa-miR-124-3p,8-Mar
hsa-miR-124-3p,SGMS1
hsa-miR-124-3p,CCDC6
hsa-miR-124-3p,EGR2
hsa-miR-124-3p,P4HA1
hsa-miR-124-3p,ANXA7
hsa-miR-124-3p,ZCCHC24
hsa-miR-124-3p,SH3PXD2A
hsa-miR-124-3p,GPAM
hsa-miR-124-3p,VIM
hsa-miR-124-3p,ARL5B
hsa-miR-124-3p,OTUD1
hsa-miR-124-3p,NCOA4
hsa-miR-124-3p,ARID5B
hsa-miR-124-3p,TET1
hsa-miR-124-3p,MCU
hsa-miR-124-3p,PPIF
hsa-miR-124-3p,PAPSS2
hsa-miR-124-3p,HECTD2
hsa-miR-124-3p,SLC35G1
hsa-miR-124-3p,LCOR
hsa-miR-124-3p,SCD
hsa-miR-124-3p,RHOG
hsa-miR-124-3p,RNF141
hsa-miR-124-3p,PIK3C2A
hsa-miR-124-3p,SVIP
hsa-miR-124-3p,TRAF6
hsa-miR-124-3p,OSBP
hsa-miR-124-3p,VPS37C
hsa-miR-124-3p,UBXN1
hsa-miR-124-3p,ATL3
hsa-miR-124-3p,RELA
hsa-miR-124-3p,TMEM134
hsa-miR-124-3p,CPT1A
hsa-miR-124-3p,SHANK2
hsa-miR-124-3p,NUMA1
hsa-miR-124-3p,RAB6A
hsa-miR-124-3p,FZD4
hsa-miR-124-3p,SMCO4
hsa-miR-124-3p,FAM76B
hsa-miR-124-3p,NPAT
hsa-miR-124-3p,CADM1
hsa-miR-124-3p,DDX6
hsa-miR-124-3p,BCL9L
hsa-miR-124-3p,PUS3
hsa-miR-124-3p,ETS1
hsa-miR-124-3p,PNPLA2
hsa-miR-124-3p,CD151
hsa-miR-124-3p,PPFIBP2
hsa-miR-124-3p,TUB
hsa-miR-124-3p,TEAD1
hsa-miR-124-3p,FAR1
hsa-miR-124-3p,NAV2
hsa-miR-124-3p,HTATIP2
hsa-miR-124-3p,QSER1
hsa-miR-124-3p,HIPK3
hsa-miR-124-3p,MDK
hsa-miR-124-3p,PTPRJ
hsa-miR-124-3p,CTNND1
hsa-miR-124-3p,CCDC86
hsa-miR-124-3p,TMEM109
hsa-miR-124-3p,SPINDOC
hsa-miR-124-3p,RPS6KA4
hsa-miR-124-3p,CAPN1
hsa-miR-124-3p,FRMD8
hsa-miR-124-3p,OVOL1
hsa-miR-124-3p,TSKU
hsa-miR-124-3p,AMOTL1
hsa-miR-124-3p,CUL5
hsa-miR-124-3p,UBE4A
